Probeset	ENTREZ	LocusLink	Symbol	IRIS_Most_Specific	Geneset_Tcell	Geneset_ELVIDGE_HIF1A_TARGETS_DN	Geneset_ccRCC	Geneset_Fuhrman	Geneset_Ascierto	Geneset_IMmotion150	Geneset_Merck18	Geneset_RIG1	Geneset_CM009	Geneset_Adenosine	Geneset_HALLMARK
117247_at	117247	LOC117247	SLC16A10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
162515_at	162515	LOC162515	SLC16A11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
387700_at	387700	LOC387700	SLC16A12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
201232_at	201232	LOC201232	SLC16A13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
151473_at	151473	LOC151473	SLC16A14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6567_at	6567	LOC6567	SLC16A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9123_at	9123	LOC9123	SLC16A3	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9122_at	9122	LOC9122	SLC16A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9121_at	9121	LOC9121	SLC16A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9120_at	9120	LOC9120	SLC16A6	Multiple	NA	NA	NA	Up	NA	NA	NA	NA	NA	NA	NA NA
9194_at	9194	LOC9194	SLC16A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23539_at	23539	LOC23539	SLC16A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
220963_at	220963	LOC220963	SLC16A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6568_at	6568	LOC6568	SLC17A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10246_at	10246	LOC10246	SLC17A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10786_at	10786	LOC10786	SLC17A3	NA	NA	NA	ccrcc4.dn	NA	NA	NA	NA	NA	NA	NA	NA NA
10050_at	10050	LOC10050	SLC17A4	NA	NA	NA	ccrcc2.up	NA	NA	NA	NA	NA	NA	NA	NA NA
26503_at	26503	LOC26503	SLC17A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57084_at	57084	LOC57084	SLC17A6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57030_at	57030	LOC57030	SLC17A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
246213_at	246213	LOC246213	SLC17A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
63910_at	63910	LOC63910	SLC17A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6570_at	6570	LOC6570	SLC18A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6571_at	6571	LOC6571	SLC18A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6572_at	6572	LOC6572	SLC18A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
116843_at	116843	LOC116843	SLC18B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6573_at	6573	LOC6573	SLC19A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10560_at	10560	LOC10560	SLC19A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80704_at	80704	LOC80704	SLC19A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6505_at	6505	LOC6505	SLC1A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6506_at	6506	LOC6506	SLC1A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6507_at	6507	LOC6507	SLC1A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6509_at	6509	LOC6509	SLC1A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6510_at	6510	LOC6510	SLC1A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6511_at	6511	LOC6511	SLC1A6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6512_at	6512	LOC6512	SLC1A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6574_at	6574	LOC6574	SLC20A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6575_at	6575	LOC6575	SLC20A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6580_at	6580	LOC6580	SLC22A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
387775_at	387775	LOC387775	SLC22A10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55867_at	55867	LOC55867	SLC22A11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
116085_at	116085	LOC116085	SLC22A12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9390_at	9390	LOC9390	SLC22A13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9389_at	9389	LOC9389	SLC22A14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55356_at	55356	LOC55356	SLC22A15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
85413_at	85413	LOC85413	SLC22A16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51310_at	51310	LOC51310	SLC22A17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5002_at	5002	LOC5002	SLC22A18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5003_at	5003	LOC5003	SLC22A18AS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6582_at	6582	LOC6582	SLC22A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
440044_at	440044	LOC440044	SLC22A20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
63027_at	63027	LOC63027	SLC22A23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
283238_at	283238	LOC283238	SLC22A24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
387601_at	387601	LOC387601	SLC22A25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6581_at	6581	LOC6581	SLC22A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6583_at	6583	LOC6583	SLC22A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6584_at	6584	LOC6584	SLC22A5	NA	NA	NA	NA	NA	DOWN	NA	NA	NA	NA	NA	NA NA
9356_at	9356	LOC9356	SLC22A6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10864_at	10864	LOC10864	SLC22A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9376_at	9376	LOC9376	SLC22A8	NA	NA	NA	ccrcc3.up	NA	NA	NA	NA	NA	NA	NA	NA NA
114571_at	114571	LOC114571	SLC22A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9963_at	9963	LOC9963	SLC23A1	NA	NA	NA	NA	NA	DOWN	NA	NA	NA	NA	NA	NA NA
9962_at	9962	LOC9962	SLC23A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
151295_at	151295	LOC151295	SLC23A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9187_at	9187	LOC9187	SLC24A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25769_at	25769	LOC25769	SLC24A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57419_at	57419	LOC57419	SLC24A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
123041_at	123041	LOC123041	SLC24A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
283652_at	283652	LOC283652	SLC24A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA NA
6576_at	6576	LOC6576	SLC25A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1468_at	1468	LOC1468	SLC25A10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8402_at	8402	LOC8402	SLC25A11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8604_at	8604	LOC8604	SLC25A12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10165_at	10165	LOC10165	SLC25A13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9016_at	9016	LOC9016	SLC25A14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10166_at	10166	LOC10166	SLC25A15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8034_at	8034	LOC8034	SLC25A16	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10478_at	10478	LOC10478	SLC25A17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83733_at	83733	LOC83733	SLC25A18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
60386_at	60386	LOC60386	SLC25A19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83884_at	83884	LOC83884	SLC25A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
788_at	788	LOC788	SLC25A20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
89874_at	89874	LOC89874	SLC25A21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79751_at	79751	LOC79751	SLC25A22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79085_at	79085	LOC79085	SLC25A23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29957_at	29957	LOC29957	SLC25A24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
114789_at	114789	LOC114789	SLC25A25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
115286_at	115286	LOC115286	SLC25A26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9481_at	9481	LOC9481	SLC25A27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81894_at	81894	LOC81894	SLC25A28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IFNG IFNA
123096_at	123096	LOC123096	SLC25A29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5250_at	5250	LOC5250	SLC25A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
253512_at	253512	LOC253512	SLC25A30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83447_at	83447	LOC83447	SLC25A31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81034_at	81034	LOC81034	SLC25A32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
284723_at	284723	LOC284723	SLC25A34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
399512_at	399512	LOC399512	SLC25A35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55186_at	55186	LOC55186	SLC25A36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51312_at	51312	LOC51312	SLC25A37	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54977_at	54977	LOC54977	SLC25A38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51629_at	51629	LOC51629	SLC25A39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
291_at	291	LOC291	SLC25A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55972_at	55972	LOC55972	SLC25A40	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
284427_at	284427	LOC284427	SLC25A41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
284439_at	284439	LOC284439	SLC25A42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
203427_at	203427	LOC203427	SLC25A43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9673_at	9673	LOC9673	SLC25A44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
283130_at	283130	LOC283130	SLC25A45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91137_at	91137	LOC91137	SLC25A46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
283600_at	283600	LOC283600	SLC25A47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
153328_at	153328	LOC153328	SLC25A48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
292_at	292	LOC292	SLC25A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
92014_at	92014	LOC92014	SLC25A51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
401612_at	401612	LOC401612	SLC25A53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
293_at	293	LOC293	SLC25A6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10861_at	10861	LOC10861	SLC26A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
65012_at	65012	LOC65012	SLC26A10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
284129_at	284129	LOC284129	SLC26A11	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1836_at	1836	LOC1836	SLC26A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1811_at	1811	LOC1811	SLC26A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5172_at	5172	LOC5172	SLC26A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
375611_at	375611	LOC375611	SLC26A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
65010_at	65010	LOC65010	SLC26A6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
115111_at	115111	LOC115111	SLC26A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
116369_at	116369	LOC116369	SLC26A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
115019_at	115019	LOC115019	SLC26A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
376497_at	376497	LOC376497	SLC27A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11001_at	11001	LOC11001	SLC27A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11000_at	11000	LOC11000	SLC27A3	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10999_at	10999	LOC10999	SLC27A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10998_at	10998	LOC10998	SLC27A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
28965_at	28965	LOC28965	SLC27A6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9154_at	9154	LOC9154	SLC28A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9153_at	9153	LOC9153	SLC28A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64078_at	64078	LOC64078	SLC28A3	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2030_at	2030	LOC2030	SLC29A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3177_at	3177	LOC3177	SLC29A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55315_at	55315	LOC55315	SLC29A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
222962_at	222962	LOC222962	SLC29A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6513_at	6513	LOC6513	SLC2A1	NA	NA	91_DN	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81031_at	81031	LOC81031	SLC2A10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
66035_at	66035	LOC66035	SLC2A11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
154091_at	154091	LOC154091	SLC2A12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
114134_at	114134	LOC114134	SLC2A13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6514_at	6514	LOC6514	SLC2A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6517_at	6517	LOC6517	SLC2A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56731_at	56731	LOC56731	SLC2A4RG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6518_at	6518	LOC6518	SLC2A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11182_at	11182	LOC11182	SLC2A6	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
155184_at	155184	LOC155184	SLC2A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29988_at	29988	LOC29988	SLC2A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56606_at	56606	LOC56606	SLC2A9	NA	NA	NA	NA	NA	DOWN	NA	NA	NA	NA	NA	NA NA
7779_at	7779	LOC7779	SLC30A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55532_at	55532	LOC55532	SLC30A10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7780_at	7780	LOC7780	SLC30A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7781_at	7781	LOC7781	SLC30A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7782_at	7782	LOC7782	SLC30A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64924_at	64924	LOC64924	SLC30A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55676_at	55676	LOC55676	SLC30A6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
148867_at	148867	LOC148867	SLC30A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
169026_at	169026	LOC169026	SLC30A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10463_at	10463	LOC10463	SLC30A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1317_at	1317	LOC1317	SLC31A1	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1318_at	1318	LOC1318	SLC31A2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
140679_at	140679	LOC140679	SLC32A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9197_at	9197	LOC9197	SLC33A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6569_at	6569	LOC6569	SLC34A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10568_at	10568	LOC10568	SLC34A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
142680_at	142680	LOC142680	SLC34A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10559_at	10559	LOC10559	SLC35A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7355_at	7355	LOC7355	SLC35A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23443_at	23443	LOC23443	SLC35A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
113829_at	113829	LOC113829	SLC35A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55032_at	55032	LOC55032	SLC35A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10237_at	10237	LOC10237	SLC35B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
347734_at	347734	LOC347734	SLC35B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51000_at	51000	LOC51000	SLC35B3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84912_at	84912	LOC84912	SLC35B4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55343_at	55343	LOC55343	SLC35C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51006_at	51006	LOC51006	SLC35C2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23169_at	23169	LOC23169	SLC35D1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11046_at	11046	LOC11046	SLC35D2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
340146_at	340146	LOC340146	SLC35D3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79939_at	79939	LOC79939	SLC35E1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9906_at	9906	LOC9906	SLC35E2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55508_at	55508	LOC55508	SLC35E3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
339665_at	339665	LOC339665	SLC35E4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
222553_at	222553	LOC222553	SLC35F1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54733_at	54733	LOC54733	SLC35F2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
148641_at	148641	LOC148641	SLC35F3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
341880_at	341880	LOC341880	SLC35F4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80255_at	80255	LOC80255	SLC35F5	NA	NA	NA	NA	NA	DOWN	NA	NA	NA	NA	NA	NA NA
54978_at	54978	LOC54978	SLC35F6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
159371_at	159371	LOC159371	SLC35G1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80723_at	80723	LOC80723	SLC35G2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
146861_at	146861	LOC146861	SLC35G3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83650_at	83650	LOC83650	SLC35G5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
643664_at	643664	LOC643664	SLC35G6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
206358_at	206358	LOC206358	SLC36A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
153201_at	153201	LOC153201	SLC36A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
285641_at	285641	LOC285641	SLC36A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
120103_at	120103	LOC120103	SLC36A4	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54020_at	54020	LOC54020	SLC37A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
219855_at	219855	LOC219855	SLC37A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84255_at	84255	LOC84255	SLC37A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2542_at	2542	LOC2542	SLC37A4	NA	NA	NA	NA	NA	DOWN	NA	NA	NA	NA	NA	NA NA
81539_at	81539	LOC81539	SLC38A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
124565_at	124565	LOC124565	SLC38A10	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
151258_at	151258	LOC151258	SLC38A11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54407_at	54407	LOC54407	SLC38A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10991_at	10991	LOC10991	SLC38A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55089_at	55089	LOC55089	SLC38A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
92745_at	92745	LOC92745	SLC38A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
145389_at	145389	LOC145389	SLC38A6	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55238_at	55238	LOC55238	SLC38A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
146167_at	146167	LOC146167	SLC38A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
153129_at	153129	LOC153129	SLC38A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
27173_at	27173	LOC27173	SLC39A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57181_at	57181	LOC57181	SLC39A10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
201266_at	201266	LOC201266	SLC39A11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
221074_at	221074	LOC221074	SLC39A12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91252_at	91252	LOC91252	SLC39A13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23516_at	23516	LOC23516	SLC39A14	NA	NA	NA	NA	Up	NA	NA	NA	NA	NA	NA	NA NA
29986_at	29986	LOC29986	SLC39A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55630_at	55630	LOC55630	SLC39A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
283375_at	283375	LOC283375	SLC39A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25800_at	25800	LOC25800	SLC39A6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7922_at	7922	LOC7922	SLC39A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64116_at	64116	LOC64116	SLC39A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55334_at	55334	LOC55334	SLC39A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6519_at	6519	LOC6519	SLC3A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6520_at	6520	LOC6520	SLC3A2	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
30061_at	30061	LOC30061	SLC40A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
