Probeset	ENTREZ	LocusLink	Symbol	IRIS_Most_Specific	Geneset_Tcell	Geneset_ELVIDGE_HIF1A_TARGETS_DN	Geneset_ccRCC	Geneset_Fuhrman	Geneset_Ascierto	Geneset_IMmotion150	Geneset_Merck18	Geneset_RIG1	Geneset_CM009	Geneset_Adenosine	Geneset_HALLMARK
652276_at	652276	LOC652276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
728392_at	728392	LOC728392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
728637_at	728637	LOC728637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
728743_at	728743	LOC728743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
728752_at	728752	LOC728752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
728819_at	728819	LOC728819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
729658_at	729658	LOC729658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
729815_at	729815	LOC729815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
730098_at	730098	LOC730098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81691_at	81691	LOC81691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1_at	1	LOC1	A1BG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29974_at	29974	LOC29974	A1CF	NA	NA	NA	ccrcc2.dn	NA	NA	NA	NA	NA	NA	NA	NA NA
2_at	2	LOC2	A2M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
144568_at	144568	LOC144568	A2ML1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
53947_at	53947	LOC53947	A4GALT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51146_at	51146	LOC51146	A4GNT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8086_at	8086	LOC8086	AAAS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
65985_at	65985	LOC65985	AACS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
729522_at	729522	LOC729522	AACSP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
13_at	13	LOC13	AADAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
344752_at	344752	LOC344752	AADACL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
126767_at	126767	LOC126767	AADACL3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
343066_at	343066	LOC343066	AADACL4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51166_at	51166	LOC51166	AADAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
195827_at	195827	LOC195827	AAED1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79719_at	79719	LOC79719	AAGAB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
22848_at	22848	LOC22848	AAK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
28971_at	28971	LOC28971	AAMDC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
14_at	14	LOC14	AAMP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
15_at	15	LOC15	AANAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25980_at	25980	LOC25980	AAR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
441376_at	441376	LOC441376	AARD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
16_at	16	LOC16	AARS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57505_at	57505	LOC57505	AARS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
132949_at	132949	LOC132949	AASDH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
60496_at	60496	LOC60496	AASDHPPT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10157_at	10157	LOC10157	AASS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26574_at	26574	LOC26574	AATF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9625_at	9625	LOC9625	AATK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
18_at	18	LOC18	ABAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
19_at	19	LOC19	ABCA1	NA	NA	NA	NA	Up	NA	NA	NA	NA	NA	NA	NA NA
10349_at	10349	LOC10349	ABCA10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26154_at	26154	LOC26154	ABCA12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
154664_at	154664	LOC154664	ABCA13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
20_at	20	LOC20	ABCA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
21_at	21	LOC21	ABCA3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
24_at	24	LOC24	ABCA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23461_at	23461	LOC23461	ABCA5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23460_at	23460	LOC23460	ABCA6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10347_at	10347	LOC10347	ABCA7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10351_at	10351	LOC10351	ABCA8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10350_at	10350	LOC10350	ABCA9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5243_at	5243	LOC5243	ABCB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23456_at	23456	LOC23456	ABCB10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8647_at	8647	LOC8647	ABCB11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5244_at	5244	LOC5244	ABCB4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
340273_at	340273	LOC340273	ABCB5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10058_at	10058	LOC10058	ABCB6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
22_at	22	LOC22	ABCB7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11194_at	11194	LOC11194	ABCB8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23457_at	23457	LOC23457	ABCB9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4363_at	4363	LOC4363	ABCC1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
89845_at	89845	LOC89845	ABCC10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
85320_at	85320	LOC85320	ABCC11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
94160_at	94160	LOC94160	ABCC12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
150000_at	150000	LOC150000	ABCC13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1244_at	1244	LOC1244	ABCC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8714_at	8714	LOC8714	ABCC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10257_at	10257	LOC10257	ABCC4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10057_at	10057	LOC10057	ABCC5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
368_at	368	LOC368	ABCC6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
653190_at	653190	LOC653190	ABCC6P1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6833_at	6833	LOC6833	ABCC8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10060_at	10060	LOC10060	ABCC9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
215_at	215	LOC215	ABCD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
225_at	225	LOC225	ABCD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5825_at	5825	LOC5825	ABCD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5826_at	5826	LOC5826	ABCD4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6059_at	6059	LOC6059	ABCE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23_at	23	LOC23	ABCF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10061_at	10061	LOC10061	ABCF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55324_at	55324	LOC55324	ABCF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9619_at	9619	LOC9619	ABCG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9429_at	9429	LOC9429	ABCG2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64137_at	64137	LOC64137	ABCG4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64240_at	64240	LOC64240	ABCG5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64241_at	64241	LOC64241	ABCG8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84696_at	84696	LOC84696	ABHD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55347_at	55347	LOC55347	ABHD10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83451_at	83451	LOC83451	ABHD11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26090_at	26090	LOC26090	ABHD12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
145447_at	145447	LOC145447	ABHD12B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84945_at	84945	LOC84945	ABHD13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25864_at	25864	LOC25864	ABHD14A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84836_at	84836	LOC84836	ABHD14B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
116236_at	116236	LOC116236	ABHD15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7920_at	7920	LOC7920	ABHD16A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
140701_at	140701	LOC140701	ABHD16B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51104_at	51104	LOC51104	ABHD17B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
58489_at	58489	LOC58489	ABHD17C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11057_at	11057	LOC11057	ABHD2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
171586_at	171586	LOC171586	ABHD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
63874_at	63874	LOC63874	ABHD4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51099_at	51099	LOC51099	ABHD5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57406_at	57406	LOC57406	ABHD6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79575_at	79575	LOC79575	ABHD8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10006_at	10006	LOC10006	ABI1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10152_at	10152	LOC10152	ABI2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51225_at	51225	LOC51225	ABI3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25890_at	25890	LOC25890	ABI3BP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25_at	25	LOC25	ABL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
27_at	27	LOC27	ABL2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3983_at	3983	LOC3983	ABLIM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84448_at	84448	LOC84448	ABLIM2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
22885_at	22885	LOC22885	ABLIM3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
28_at	28	LOC28	ABO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29_at	29	LOC29	ABR	NA	NA	NA	NA	NA	UP	NA	NA	NA	NA	NA	NA NA
137735_at	137735	LOC137735	ABRA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
58527_at	58527	LOC58527	ABRACL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29777_at	29777	LOC29777	ABT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80325_at	80325	LOC80325	ABTB1	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25841_at	25841	LOC25841	ABTB2	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
101060019_at	101060019	LOC101060019	AC007403.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100129434_at	100129434	LOC100129434	AC007743.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100132215_at	100132215	LOC100132215	AC009501.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
200726_at	200726	LOC200726	AC010731.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
401052_at	401052	LOC401052	AC022007.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100130691_at	100130691	LOC100130691	AC074286.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
151121_at	151121	LOC151121	AC079586.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
285696_at	285696	LOC285696	AC091878.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100287036_at	100287036	LOC100287036	AC137932.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
30_at	30	LOC30	ACAA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
31_at	31	LOC31	ACACA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
32_at	32	LOC32	ACACB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80724_at	80724	LOC80724	ACAD10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
27034_at	27034	LOC27034	ACAD8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
28976_at	28976	LOC28976	ACAD9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
33_at	33	LOC33	ACADL	NA	NA	NA	ccrcc4.dn	NA	NA	NA	NA	NA	NA	NA	NA NA
34_at	34	LOC34	ACADM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
35_at	35	LOC35	ACADS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
36_at	36	LOC36	ACADSB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
37_at	37	LOC37	ACADVL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
176_at	176	LOC176	ACAN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9744_at	9744	LOC9744	ACAP1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23527_at	23527	LOC23527	ACAP2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
116983_at	116983	LOC116983	ACAP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
38_at	38	LOC38	ACAT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
39_at	39	LOC39	ACAT2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64746_at	64746	LOC64746	ACBD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79777_at	79777	LOC79777	ACBD4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91452_at	91452	LOC91452	ACBD5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84320_at	84320	LOC84320	ACBD6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
414149_at	414149	LOC414149	ACBD7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84680_at	84680	LOC84680	ACCS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
390110_at	390110	LOC390110	ACCSL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
65057_at	65057	LOC65057	ACD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1636_at	1636	LOC1636	ACE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
59272_at	59272	LOC59272	ACE2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
125981_at	125981	LOC125981	ACER1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
340485_at	340485	LOC340485	ACER2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55331_at	55331	LOC55331	ACER3	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
43_at	43	LOC43	ACHE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
22985_at	22985	LOC22985	ACIN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1238_at	1238	LOC1238	ACKR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57007_at	57007	LOC57007	ACKR3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51554_at	51554	LOC51554	ACKR4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
47_at	47	LOC47	ACLY	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
130013_at	130013	LOC130013	ACMSD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57001_at	57001	LOC57001	ACN9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
48_at	48	LOC48	ACO1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
50_at	50	LOC50	ACO2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26027_at	26027	LOC26027	ACOT11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
134526_at	134526	LOC134526	ACOT12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55856_at	55856	LOC55856	ACOT13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
122970_at	122970	LOC122970	ACOT4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
641372_at	641372	LOC641372	ACOT6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11332_at	11332	LOC11332	ACOT7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10005_at	10005	LOC10005	ACOT8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23597_at	23597	LOC23597	ACOT9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51_at	51	LOC51	ACOX1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8309_at	8309	LOC8309	ACOX2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8310_at	8310	LOC8310	ACOX3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55289_at	55289	LOC55289	ACOXL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
52_at	52	LOC52	ACP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
53_at	53	LOC53	ACP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54_at	54	LOC54	ACP5	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51205_at	51205	LOC51205	ACP6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
92370_at	92370	LOC92370	ACPL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55_at	55	LOC55	ACPP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
93650_at	93650	LOC93650	ACPT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84519_at	84519	LOC84519	ACRBP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
93953_at	93953	LOC93953	ACRC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56_at	56	LOC56	ACRV1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23205_at	23205	LOC23205	ACSBG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81616_at	81616	LOC81616	ACSBG2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80221_at	80221	LOC80221	ACSF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
197322_at	197322	LOC197322	ACSF3	NA	NA	NA	NA	NA	UP	NA	NA	NA	NA	NA	NA NA
2180_at	2180	LOC2180	ACSL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2181_at	2181	LOC2181	ACSL3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2182_at	2182	LOC2182	ACSL4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51703_at	51703	LOC51703	ACSL5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23305_at	23305	LOC23305	ACSL6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
116285_at	116285	LOC116285	ACSM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
123876_at	123876	LOC123876	ACSM2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
348158_at	NA	NA	ACSM2A || ACSM2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6296_at	6296	LOC6296	ACSM3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
341392_at	341392	LOC341392	ACSM4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54988_at	54988	LOC54988	ACSM5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84532_at	84532	LOC84532	ACSS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55902_at	55902	LOC55902	ACSS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79611_at	79611	LOC79611	ACSS3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
58_at	58	LOC58	ACTA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
59_at	59	LOC59	ACTA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
60_at	60	LOC60	ACTB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
345651_at	345651	LOC345651	ACTBL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
70_at	70	LOC70	ACTC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
71_at	71	LOC71	ACTG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
72_at	72	LOC72	ACTG2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
170487_at	170487	LOC170487	ACTL10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
86_at	86	LOC86	ACTL6A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51412_at	51412	LOC51412	ACTL6B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10881_at	10881	LOC10881	ACTL7A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10880_at	10880	LOC10880	ACTL7B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81569_at	81569	LOC81569	ACTL8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
284382_at	284382	LOC284382	ACTL9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
87_at	87	LOC87	ACTN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
88_at	88	LOC88	ACTN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
89_at	89	LOC89	ACTN3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81_at	81	LOC81	ACTN4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55860_at	55860	LOC55860	ACTR10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10121_at	10121	LOC10121	ACTR1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10120_at	10120	LOC10120	ACTR1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10097_at	10097	LOC10097	ACTR2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10096_at	10096	LOC10096	ACTR3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57180_at	57180	LOC57180	ACTR3B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
653857_at	653857	LOC653857	ACTR3C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79913_at	79913	LOC79913	ACTR5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64431_at	64431	LOC64431	ACTR6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
93973_at	93973	LOC93973	ACTR8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
139741_at	139741	LOC139741	ACTRT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
